日期,SPU ID,展现数,点击数,点击率(%),花费,千次展现成本,平均点击成本,投产比,转化率(%),总订单金额
20260917,10025384418318,15,1,6.67,0.21,14.00,0.21,0.00,0.00,0.00
20260917,10025384421318,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384373603,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384408247,4,1,25.00,0.19,47.50,0.19,0.00,0.00,0.00
20260917,10026798172856,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384406727,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10026124119306,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384392464,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384403348,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384389074,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10034365091854,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10028127816877,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384409258,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384428518,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384418938,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10028316038057,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10030658427493,11,1,9.09,0.30,27.27,0.30,0.00,0.00,0.00
20260917,10025384379700,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10027460155333,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10028007135350,7499,363,4.84,852.39,113.67,2.35,5.56,2.20,4743.00
20260917,10025397793054,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10028005403878,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10033758062001,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025397765200,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025397788065,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10026793493326,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384385799,32,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384386083,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10028410805957,101,4,3.96,2.33,23.07,0.58,0.00,0.00,0.00
20260917,10025384421430,13,4,30.77,1.04,80.00,0.26,0.00,0.00,0.00
20260917,10025397806625,2538,102,4.02,121.15,47.73,1.19,7.61,5.88,922.30
20260917,10028469168384,439,36,8.20,111.99,255.10,3.11,0.00,0.00,0.00
20260917,10033701407346,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10033906641138,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10028133190363,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384423325,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384369305,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384408749,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260917,10025384410435,2,1,50.00,0.41,205.00,0.41,0.00,0.00,0.00
20260916,10025397806625,5048,130,2.58,138.82,27.50,1.07,11.53,5.38,1600.00
20260916,10025384385799,357,11,3.08,49.17,137.73,4.47,1.74,18.18,85.40
20260916,10028469168384,795,43,5.41,106.85,134.40,2.48,6.44,2.33,688.00
20260916,10028007135350,6592,353,5.35,834.28,126.56,2.36,6.07,2.27,5064.00
20260916,10025384393780,114,3,2.63,1.41,12.37,0.47,0.00,0.00,0.00
20260915,10025397806625,6813,171,2.51,178.43,26.19,1.04,8.42,5.26,1503.00
20260915,10028007135350,6938,351,5.06,794.64,114.53,2.26,5.38,3.13,4277.48
20260915,10025384385799,396,22,5.56,109.53,276.59,4.98,0.00,0.00,0.00
20260915,10025384393780,134,6,4.48,8.78,65.52,1.46,0.00,0.00,0.00
20260915,10028469168384,795,25,3.14,108.61,136.62,4.34,0.00,0.00,0.00
20260914,10028007135350,7636,364,4.77,771.01,100.97,2.12,5.34,1.65,4121.00
20260914,10025384385799,380,17,4.47,108.35,285.13,6.37,0.00,0.00,0.00
20260914,10025397806625,7126,195,2.74,177.75,24.94,0.91,8.74,5.13,1554.30
20260914,10028469168384,859,32,3.73,106.12,123.54,3.32,4.86,6.25,516.00
20260914,10025384393780,205,7,3.41,4.33,21.12,0.62,0.00,0.00,0.00
20260913,10025384385799,1160,37,3.19,102.31,88.20,2.77,4.75,8.11,485.84
20260913,10028469168384,538,32,5.95,106.93,198.75,3.34,0.00,0.00,0.00
20260913,10025397806625,8603,186,2.16,210.29,24.44,1.13,4.46,4.30,937.24
20260913,10025384393780,181,12,6.63,11.56,63.87,0.96,0.00,0.00,0.00
20260913,10028007135350,4418,324,7.33,848.46,192.05,2.62,5.86,2.47,4976.00
20260912,10025397806625,8704,278,3.19,419.41,48.19,1.51,7.12,7.19,2987.80
20260912,10025384393780,157,9,5.73,8.36,53.25,0.93,10.65,11.11,89.00
20260912,10028469168384,665,32,4.81,107.06,160.99,3.35,9.30,6.25,996.00
20260912,10025384385799,750,26,3.47,76.12,101.49,2.93,0.00,0.00,0.00
20260912,10028007135350,8150,327,4.01,481.43,59.07,1.47,11.55,2.75,5559.00
20260911,10028469168384,936,29,3.10,108.33,115.74,3.74,0.98,3.45,105.84
20260911,10028007135350,7151,293,4.10,534.20,74.70,1.82,7.46,2.05,3984.00
20260911,10025384393780,208,5,2.40,4.32,20.77,0.86,0.00,0.00,0.00
20260911,10025384385799,76,2,2.63,0.35,4.61,0.18,0.00,0.00,0.00
20260911,10025397806625,5386,232,4.31,369.15,68.54,1.59,8.82,9.05,3256.00
20260910,10025384385799,60,1,1.67,0.10,1.67,0.10,0.00,0.00,0.00
20260910,10025397806625,6297,215,3.41,419.55,66.63,1.95,7.71,8.37,3236.00
20260910,10025384393780,76,4,5.26,2.37,31.18,0.59,0.00,0.00,0.00
20260910,10028007135350,5020,234,4.66,382.13,76.12,1.63,7.23,2.56,2761.00
20260910,10028469168384,1036,40,3.86,87.03,84.01,2.18,3.88,2.50,338.00
20260909,10028469168384,1273,47,3.69,107.61,84.53,2.29,3.14,2.13,338.00
20260909,10025384385799,48,1,2.08,0.10,2.08,0.10,0.00,0.00,0.00
20260909,10025397806625,5436,232,4.27,413.17,76.01,1.78,4.79,5.17,1979.40
20260909,10028007135350,7277,271,3.72,465.35,63.95,1.72,2.74,0.74,1274.00
20260908,10028469168384,556,21,3.78,57.21,102.90,2.72,0.00,0.00,0.00
20260908,10025397806625,5848,245,4.19,379.38,64.87,1.55,11.36,9.80,4310.20
20260908,10028007135350,8446,275,3.26,409.94,48.54,1.49,15.79,4.36,6474.00
20260907,10028007135350,7596,363,4.78,512.03,67.41,1.41,16.55,3.86,8476.00
20260907,10025397806625,7575,205,2.71,356.55,47.07,1.74,6.79,8.29,2422.50
20260906,10028007135350,7646,325,4.25,657.80,86.03,2.02,8.88,3.08,5838.00
20260906,10025397806625,10279,247,2.40,411.62,40.04,1.67,2.92,3.24,1203.06
20260905,10025397806625,5674,149,2.63,187.88,33.11,1.26,7.33,5.37,1378.00
20260905,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260905,10028007135350,6489,254,3.91,451.54,69.59,1.78,16.91,5.51,7635.00
20260904,10025397806625,4818,128,2.66,191.50,39.75,1.50,7.62,7.81,1460.14
20260904,10028007135350,4642,305,6.57,581.46,125.26,1.91,8.99,2.95,5226.00
20260903,10028007135350,5790,296,5.11,436.38,75.37,1.47,8.81,2.70,3844.00
20260903,10025397806625,2807,125,4.45,160.37,57.13,1.28,6.84,5.60,1096.84
20260902,10028007135350,3649,217,5.95,529.22,145.03,2.44,3.83,1.38,2026.00
20260902,10025397806625,4153,103,2.48,174.77,42.08,1.70,6.61,7.77,1155.30
20260901,10028007135350,6239,304,4.87,472.52,75.74,1.55,6.09,1.97,2877.00
20260901,10025397806625,3673,100,2.72,172.68,47.01,1.73,9.87,7.00,1704.00
20260831,10025397806625,3687,115,3.12,182.33,49.45,1.59,9.85,7.83,1796.00
20260831,10028007135350,6899,309,4.48,429.61,62.27,1.39,7.38,1.62,3171.00
20260830,10028007135350,7581,334,4.41,524.72,69.22,1.57,3.33,0.90,1747.00
20260830,10025397806625,3202,97,3.03,182.22,56.91,1.88,7.72,6.19,1406.00
20260829,10028007135350,5517,272,4.93,549.71,99.64,2.02,10.57,2.94,5813.00
20260829,10025397806625,4154,126,3.03,182.08,43.83,1.45,7.56,6.35,1376.00
20260828,10025397806625,1960,74,3.78,181.82,92.77,2.46,16.16,16.22,2939.00
20260828,10028007135350,5652,325,5.75,532.80,94.27,1.64,7.52,2.46,4009.12
20260827,10025397806625,4412,154,3.49,190.78,43.24,1.24,7.09,6.49,1351.90
20260827,10028007135350,5724,294,5.14,446.91,78.08,1.52,17.58,4.76,7858.80
20260826,10030658427493,20,1,5.00,0.10,5.00,0.10,0.00,0.00,0.00
20260826,10026798172856,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028127816877,21,1,4.76,0.10,4.76,0.10,0.00,0.00,0.00
20260826,10026124119306,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10027460155333,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384418318,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028469168384,49,6,12.24,4.24,86.53,0.71,0.00,0.00,0.00
20260826,10033701407346,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028469365760,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384421033,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384409258,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10033906641138,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028410805957,85,4,4.71,1.16,13.65,0.29,0.00,0.00,0.00
20260826,10025384394885,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384385799,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384403348,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384424013,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384421318,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10026465128258,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10034365091854,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028005403878,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10026527524610,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384386083,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384420542,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384418938,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384392464,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384421430,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10026793493326,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384362308,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028317202774,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10029128476645,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028133190363,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384428518,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10026091802665,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384398866,24,3,12.50,0.47,19.58,0.16,0.00,0.00,0.00
20260826,10028316038057,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384419311,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384396168,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384408749,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025939088316,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384408132,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384389074,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025397806625,5630,155,2.75,185.18,32.89,1.19,9.12,7.74,1689.50
20260826,10025397765200,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384408247,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384406727,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10028007135350,5482,290,5.29,386.06,70.42,1.33,4.24,1.38,1638.00
20260826,10025384413346,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384410841,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384403760,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025397793054,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10026609913039,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384392785,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260826,10025384375594,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10028127816877,112,4,3.57,0.40,3.57,0.10,0.00,0.00,0.00
20260825,10025384409258,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10028469168384,186,8,4.30,2.02,10.86,0.25,532.67,25.00,1076.00
20260825,10034365091854,11,1,9.09,0.22,20.00,0.22,0.00,0.00,0.00
20260825,10025384392785,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10033906641138,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384386083,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10027091565546,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384396673,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384410841,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10026124119306,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10026091802665,13,2,15.38,0.33,25.38,0.17,0.00,0.00,0.00
20260825,10025384403760,4,1,25.00,0.10,25.00,0.10,880.00,100.00,88.00
20260825,10025384392464,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10026527524610,109,4,3.67,1.87,17.16,0.47,105.88,25.00,198.00
20260825,10025384398866,53,3,5.66,0.77,14.53,0.26,0.00,0.00,0.00
20260825,10026793493326,14,1,7.14,0.22,15.71,0.22,0.00,0.00,0.00
20260825,10030658427493,62,1,1.61,0.10,1.61,0.10,0.00,0.00,0.00
20260825,10025397765200,47,1,2.13,0.10,2.13,0.10,0.00,0.00,0.00
20260825,10025384389074,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10028007135350,6184,319,5.16,450.65,72.87,1.41,4.08,1.57,1837.56
20260825,10028469365760,65,3,4.62,3.57,54.92,1.19,0.00,0.00,0.00
20260825,10025384420542,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10033701407346,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384375594,2,1,50.00,0.10,50.00,0.10,0.00,0.00,0.00
20260825,10025397793054,6,1,16.67,0.20,33.33,0.20,0.00,0.00,0.00
20260825,10026798172856,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384421033,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384394885,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025397806625,5596,177,3.16,193.79,34.63,1.09,8.71,5.08,1687.00
20260825,10025384378288,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10028133190363,20,1,5.00,0.10,5.00,0.10,0.00,0.00,0.00
20260825,10025384405046,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384404371,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384408251,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025939088316,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10028316038057,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384424013,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384385799,39,2,5.13,0.22,5.64,0.11,0.00,0.00,0.00
20260825,10025384362308,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384428518,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384421430,71,8,11.27,1.48,20.85,0.19,0.00,0.00,0.00
20260825,10025384406727,10,1,10.00,1.01,101.00,1.01,0.00,0.00,0.00
20260825,10025384419311,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384408749,9,1,11.11,0.45,50.00,0.45,0.00,0.00,0.00
20260825,10028005403878,9,1,11.11,0.10,11.11,0.10,0.00,0.00,0.00
20260825,10026465128258,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384369305,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384423325,2,1,50.00,0.22,110.00,0.22,0.00,0.00,0.00
20260825,10029128476645,25,1,4.00,0.10,4.00,0.10,0.00,0.00,0.00
20260825,10025384408247,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384408132,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384397980,5,1,20.00,0.25,50.00,0.25,152.00,100.00,38.00
20260825,10028410805957,959,30,3.13,10.51,10.96,0.35,34.84,6.67,366.22
20260825,10026609913039,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384418938,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384418318,16,1,6.25,1.02,63.75,1.02,0.00,0.00,0.00
20260825,10033758062001,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384403348,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260825,10025384421318,8,1,12.50,0.10,12.50,0.10,0.00,0.00,0.00
20260825,10028317202774,49,9,18.37,4.54,92.65,0.50,0.00,0.00,0.00
20260825,10025397788065,4,1,25.00,0.34,85.00,0.34,0.00,0.00,0.00
20260825,10025384379700,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10028007135350,5690,345,6.06,503.29,88.45,1.46,12.35,3.19,6216.00
20260824,10025397806625,5936,190,3.20,187.71,31.62,0.99,10.83,5.79,2033.00
20260824,10025384408749,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10026124119306,22,2,9.09,0.67,30.45,0.34,0.00,0.00,0.00
20260824,10028469168384,216,22,10.19,12.06,55.83,0.55,28.03,4.55,338.00
20260824,10025384405046,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10027460155333,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384409258,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10028316038057,30,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384369305,2,1,50.00,0.25,125.00,0.25,0.00,0.00,0.00
20260824,10028133190363,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384386083,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10028005403878,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10034365091854,29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384398866,54,2,3.70,0.59,10.93,0.30,118.47,50.00,69.90
20260824,10025384389074,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384385799,44,1,2.27,0.39,8.86,0.39,0.00,0.00,0.00
20260824,10025384413346,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384403348,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384408132,8,3,37.50,0.94,117.50,0.31,0.00,0.00,0.00
20260824,10029128476645,11,1,9.09,0.10,9.09,0.10,0.00,0.00,0.00
20260824,10028127816877,109,6,5.50,2.18,20.00,0.36,0.00,0.00,0.00
20260824,10033758062001,5,1,20.00,0.75,150.00,0.75,0.00,0.00,0.00
20260824,10025384375594,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10026091802665,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025939088316,18,2,11.11,2.30,127.78,1.15,0.00,0.00,0.00
20260824,10027091565546,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384408247,12,1,8.33,0.60,50.00,0.60,0.00,0.00,0.00
20260824,10025397793054,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384420542,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384373603,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384362308,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384403760,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10026609913039,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10028469365760,83,5,6.02,1.77,21.33,0.35,0.00,0.00,0.00
20260824,10025384378288,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10026798172856,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384418318,19,1,5.26,0.23,12.11,0.23,0.00,0.00,0.00
20260824,10026527524610,98,4,4.08,2.50,25.51,0.63,0.00,0.00,0.00
20260824,10025384421430,73,5,6.85,2.13,29.18,0.43,54.29,20.00,115.64
20260824,10025384406727,15,1,6.67,0.10,6.67,0.10,0.00,0.00,0.00
20260824,10025384428518,32,1,3.13,0.27,8.44,0.27,0.00,0.00,0.00
20260824,10033906641138,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384421033,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384421318,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10030658427493,84,2,2.38,1.77,21.07,0.89,0.00,0.00,0.00
20260824,10025384379700,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384425528,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10028317202774,40,3,7.50,2.40,60.00,0.80,0.00,0.00,0.00
20260824,10025384396673,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384392785,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025397788065,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384418938,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384424013,6,1,16.67,0.29,48.33,0.29,0.00,0.00,0.00
20260824,10025384424512,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384397980,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384408251,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10026465128258,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384392464,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10028410805957,480,40,8.33,16.85,35.10,0.42,17.09,2.50,288.00
20260824,10025397765200,47,2,4.26,0.23,4.89,0.12,0.00,0.00,0.00
20260824,10025384410841,11,1,9.09,0.38,34.55,0.38,0.00,0.00,0.00
20260824,10025384394885,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10033701407346,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10026793493326,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384423325,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260824,10025384421429,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
